hh,sex,age,lga,edu,mrt_status,fmly_size,m_income,cfuel,ipollut,rbiomass,dailycook,avl_lpg,aff_lpg,Electricity,hrs_elect,aff_elct,exp_elct,source_light,exp_lpg,exp_nonlpg,aff_solide,hh_appl,edu_appl,c_appl,occupation,hh_exp,housing,wall,floor,rooms,bank,bank_acct,b_facility,road,raod_dist,schl,type_sch,dst_sch,sch_days,sch_drpout,chld_labor,h_facility,dist_hfacility,illiness,waterborne,resp_disease,eye_disease,child_death,maternalcare,square_meal,health_ins,rooms_per_person,people_per_room
84.0,1,4.0,3,3,1,8,1,1,2,1.0,1.0,1,5,2.0,0.0,2.0,0.0,2.0,6000.0,10000.0,2,2,1,1,3,10000.0,1.0,3.0,2.0,15.0,2.0,1.0,2.0,1.0,1,1,2.0,3.0,4,1,1.0,1.0,1.0,7.0,6,1.0,6,3,1.0,2.0,2.0,1.6666666666666667,0.5
84.0,1,4.0,3,4,4,12,1,1,1,1.0,3.0,1,5,1.0,3.0,2.0,5000.0,2.0,0.0,10000.0,2,2,2,1,3,40000.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,1,1,2.0,4.0,3,1,2.0,1.0,1.0,5.0,0,0.0,0,2,2.0,3.0,1.0,0.38461538461538464,2.0
84.0,1,3.0,3,4,1,10,1,4,1,3.0,3.0,1,3,1.0,15.0,1.0,3000.0,1.0,6000.0,7000.0,3,2,2,1,3,50000.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,3,1,2.0,1.0,5,2,1.0,1.0,2.0,2.0,1,2.0,0,3,2.0,3.0,2.0,0.45454545454545453,1.6666666666666667
84.0,1,6.0,3,4,1,13,3,4,1,2.0,3.0,1,4,1.0,5.0,1.0,2000.0,1.0,380.0,4000.0,3,1,1,1,3,150000.0,2.0,3.0,2.0,9.0,2.0,1.0,2.0,1.0,2,1,2.0,2.0,5,2,2.8,1.0,2.0,4.0,0,0.0,0,0,1.0,3.0,2.0,0.6428571428571429,1.3
84.0,1,3.0,3,5,1,7,3,3,2,3.0,3.0,1,5,1.0,6.0,1.0,3000.0,2.0,500.0,5000.0,2,1,1,1,1,55000.0,2.0,3.0,2.0,7.0,2.0,1.0,2.0,1.0,1,1,2.0,1.2,5,2,2.0,1.0,0.5,2.0,0,0.0,1,0,2.0,3.0,1.0,0.875,0.875
84.0,1,2.0,3,2,1,13,1,1,2,2.0,2.0,2,5,2.0,0.0,1.0,0.0,2.0,0.0,20000.0,2,2,2,1,3,18000.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,2,1,2.0,1.2,4,2,0.0,1.0,1.2,13.0,13,0.0,0,2,2.0,2.0,2.0,0.42857142857142855,1.8571428571428572
84.0,1,2.0,3,3,1,8,1,1,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,2000.0,2,1,1,1,3,30000.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2,1,2.0,1.2,4,1,0.0,1.0,1.2,8.0,8,0.0,0,0,2.0,3.0,2.0,0.5555555555555556,1.3333333333333333
84.0,1,2.0,3,4,1,7,2,3,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,14000.0,2,1,1,1,3,90000.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,4,2,0.0,1.0,1.2,7.0,7,0.0,0,1,2.0,3.0,2.0,0.5,1.4
84.0,1,2.0,3,4,1,2,1,3,2,2.0,1.0,2,5,2.0,0.0,2.0,0.0,2.0,0.0,4000.0,2,2,1,1,3,37000.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,2.0,2,0.0,0,2,2.0,3.0,2.0,1.0,0.5
84.0,1,3.0,3,1,1,6,2,3,2,2.0,2.0,1,3,2.0,0.0,2.0,0.0,2.0,0.0,9000.0,3,2,2,1,1,4000.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1,2,1.0,5.0,5,1,1.0,1.0,1.0,1.0,0,0.0,0,2,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,3.0,3,3,1,5,2,3,2,2.0,3.0,2,3,1.0,2.0,2.0,2000.0,2.0,0.0,6000.0,3,2,2,1,3,4000.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,4.0,1,0.0,0,3,1.0,3.0,2.0,0.6666666666666666,1.0
84.0,1,5.0,3,1,1,9,3,3,2,2.0,3.0,1,4,1.0,2.0,2.0,5000.0,2.0,0.0,20000.0,3,1,1,1,3,80000.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,8.0,2,0.0,0,2,1.0,3.0,2.0,0.4,1.8
84.0,1,3.0,3,4,1,3,2,3,2,2.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,5000.0,3,2,1,1,1,50000.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,3.0,0,0.0,0,3,2.0,3.0,1.0,1.0,0.6
84.0,1,3.0,3,3,1,7,2,3,2,2.0,3.0,1,4,1.0,2.0,2.0,2000.0,2.0,0.0,2000.0,3,1,1,1,2,60000.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,4.0,0,0.0,0,3,2.0,3.0,2.0,0.125,3.5
84.0,1,6.0,3,1,1,12,1,3,2,2.0,2.0,2,5,2.0,0.0,1.0,0.0,2.0,0.0,20000.0,2,2,2,1,1,50000.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,12.0,12.0,12,0.0,0,15,1.0,3.0,2.0,0.38461538461538464,2.0
84.0,1,3.0,3,1,1,13,7,3,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,13000.0,2,1,1,1,5,100000.0,2.0,3.0,2.0,8.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,5.0,5,0.0,0,0,1.0,3.0,2.0,0.5714285714285714,1.4444444444444444
84.0,1,3.0,3,4,1,15,5,3,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,13900.0,2,1,1,1,2,90000.0,2.0,3.0,2.0,8.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,10.0,10,0.0,0,1,1.0,3.0,2.0,0.5,1.6666666666666667
84.0,1,2.0,3,4,1,4,1,3,2,2.0,3.0,2,5,2.0,0.0,2.0,0.0,2.0,0.0,500.0,2,2,2,1,2,25000.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,4.0,4,1.0,0,1,2.0,3.0,2.0,0.4,1.3333333333333333
84.0,1,2.0,3,4,1,4,1,3,2,1.0,3.0,2,4,1.0,2.0,1.0,2000.0,2.0,1500.0,2000.0,3,1,2,1,2,30000.0,1.0,3.0,2.0,12.0,2.0,1.0,2.0,1.0,3,1,2.0,1.0,4,1,0.0,1.0,1.0,4.0,0,0.0,0,1,2.0,3.0,2.0,2.4,0.3076923076923077
84.0,1,3.0,3,3,1,6,2,3,2,2.0,3.0,2,3,1.0,2.0,2.0,2000.0,2.0,0.0,7000.0,3,2,1,1,3,60000.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2,1,2.0,1.0,5,1,0.0,1.0,1.0,3.0,2,0.0,0,1,2.0,3.0,2.0,0.42857142857142855,1.5
84.0,1,1.0,3,3,1,3,1,3,2,2.0,3.0,1,3,2.0,0.0,2.0,0.0,2.0,0.0,15000.0,3,2,1,1,3,20000.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2,1,2.0,1.0,5,1,0.0,1.0,1.0,1.0,4,1.0,0,5,1.0,3.0,2.0,1.0,0.6
84.0,1,3.0,3,5,1,5,3,3,1,2.0,3.0,1,4,1.0,5.0,2.0,2000.0,2.0,2250.0,1000.0,3,1,1,1,1,45000.0,2.0,3.0,2.0,7.0,2.0,1.0,2.0,1.0,2,1,2.0,1.0,5,1,0.0,1.0,1.0,2.0,2,0.0,0,1,1.0,3.0,1.0,1.1666666666666667,0.625
84.0,1,4.0,3,1,1,16,5,3,2,2.0,3.0,1,4,1.0,2.0,2.0,2000.0,2.0,0.0,12000.0,3,1,1,1,3,200000.0,2.0,3.0,2.0,11.0,1.0,1.0,2.0,1.0,2,1,1.0,1.0,5,2,0.0,1.0,0.5,4.0,0,0.0,1,3,1.0,3.0,1.0,0.6470588235294118,1.3333333333333333
84.0,1,3.0,3,1,1,8,2,1,1,2.0,2.0,1,3,2.0,0.0,2.0,0.0,2.0,0.0,3500.0,3,2,2,1,3,15000.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,0.5,5,2,2.0,1.0,0.5,2.0,0,0.0,1,1,1.0,2.0,2.0,0.3333333333333333,2.0
84.0,1,6.0,3,2,1,16,3,1,2,1.0,2.0,1,3,1.0,3.0,2.0,2000.0,2.0,0.0,3000.0,3,2,2,1,5,30000.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,0.5,5,1,0.0,1.0,1.0,6.0,3,0.0,0,9,1.0,2.0,2.0,0.17647058823529413,4.0
84.0,1,4.0,3,1,1,8,2,1,1,1.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,1000.0,3,2,1,1,3,30000.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,2,1,4.0,2.0,4,1,1.0,1.0,2.0,6.0,0,0.0,1,3,1.0,3.0,2.0,0.7777777777777778,1.0
84.0,1,3.0,3,2,1,11,2,1,2,1.0,3.0,1,5,1.0,3.0,2.0,3000.0,2.0,0.0,7000.0,2,2,1,1,5,100000.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,2,0.0,1.0,1.0,2.0,1,0.0,0,1,1.0,3.0,2.0,0.16666666666666666,3.6666666666666665
84.0,1,2.0,3,1,1,6,1,1,1,2.0,2.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,6900.0,3,2,2,1,1,15000.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,0.0,1.0,1.0,4.0,0,0.0,0,1,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,3.0,3,3,1,13,1,1,2,1.0,3.0,1,4,1.0,4.0,1.0,3000.0,2.0,0.0,16000.0,3,2,2,1,2,100000.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,1.5,1.0,1.0,3.0,0,0.0,0,1,1.0,3.0,2.0,0.2857142857142857,2.6
84.0,1,4.0,3,4,1,11,2,3,1,2.0,2.0,1,3,1.0,3.0,2.0,2000.0,2.0,0.0,12000.0,3,1,1,1,1,100000.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,6.0,0,0.0,2,1,1.0,3.0,2.0,0.25,2.75
84.0,1,3.0,3,4,1,9,3,1,1,1.0,2.0,1,4,1.0,4.0,2.0,0.0,2.0,0.0,10000.0,3,1,2,1,2,100000.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1,1,2.0,1.0,4,2,0.0,1.0,1.0,3.0,0,1.0,1,1,1.0,3.0,2.0,0.3,2.25
84.0,1,3.0,3,4,1,8,1,3,2,2.0,2.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,12000.0,2,2,2,1,3,40000.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,4.0,4,0.0,1,1,1.0,2.0,2.0,0.6666666666666666,1.1428571428571428
84.0,1,4.0,3,2,1,28,2,3,1,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,30000.0,2,1,1,1,3,15000.0,2.0,3.0,2.0,9.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,1.0,1.0,1.2,10.0,10,0.0,1,13,1.0,3.0,2.0,0.3103448275862069,2.8
84.0,1,3.0,3,4,1,9,2,1,2,2.0,2.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,12000.0,2,2,2,1,3,90000.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,2,1,2.0,1.2,4,2,0.0,1.0,1.2,9.0,9,0.0,0,3,1.0,3.0,1.0,0.5,1.5
84.0,1,3.0,3,4,1,13,4,3,2,2.0,3.0,2,5,1.0,5.0,2.0,3000.0,2.0,0.0,20000.0,2,1,1,1,4,100000.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,2,1,2.0,1.2,5,2,0.0,1.0,1.2,3.0,3,0.0,0,1,1.0,3.0,1.0,0.35714285714285715,2.1666666666666665
84.0,2,3.0,4,1,4,6,1,4,2,2.0,1.0,1,3,1.0,0.0,2.0,2000.0,1.0,0.0,4500.0,3,2,2,2,6,60000.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,0.5,3.0,3,2.0,1,0,1.0,2.0,2.0,0.2857142857142857,2.0
84.0,1,5.0,4,3,1,7,3,4,2,2.0,2.0,1,5,1.0,10.0,2.0,2000.0,1.0,0.0,4500.0,2,1,1,1,5,60000.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1,3.0,0.5,5,2,0.0,1.0,0.5,3.0,3,1.0,2,0,2.0,3.0,2.0,0.375,1.75
84.0,2,3.0,4,2,1,7,2,4,2,2.0,2.0,1,5,1.0,10.0,2.0,2000.0,1.0,0.0,4500.0,2,2,2,2,6,60000.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,2.0,1.0,5,1,0.0,1.0,0.5,5.0,3,0.0,2,0,1.0,3.0,2.0,0.25,2.3333333333333335
84.0,1,4.0,4,6,4,4,7,6,1,2.0,3.0,1,2,1.0,15.0,2.0,10000.0,1.0,10000.0,1000.0,2,1,1,1,1,250000.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,1.0,15.0,5,2,0.0,1.0,5.0,2.0,0,0.0,0,0,2.0,3.0,1.0,0.6,1.0
84.0,1,5.0,4,3,1,8,1,4,2,2.0,1.0,1,5,1.0,8.0,2.0,1000.0,2.0,0.0,3000.0,2,2,2,1,6,20000.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2.0,0.5,5,1,0.0,1.0,0.5,5.0,5,0.0,3,2,1.0,2.0,2.0,0.1111111111111111,4.0
84.0,1,3.0,4,3,1,6,3,4,2,2.0,2.0,1,5,1.0,4.0,2.0,2000.0,2.0,0.0,4000.0,2,1,1,1,2,45000.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,2,1,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,3.0,4,4,1,8,3,4,2,2.0,2.0,1,5,1.0,10.0,2.0,1000.0,1.0,0.0,0.0,2,2,2,1,6,45000.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,2,1,1.0,3.0,2.0,0.2222222222222222,2.6666666666666665
84.0,1,4.0,4,1,1,6,2,3,1,2.0,2.0,1,5,1.0,10.0,2.0,1000.0,1.0,0.0,3500.0,2,2,1,1,6,4500.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,1.0,3.0,3,0.0,2,1,1.0,2.0,2.0,0.2857142857142857,2.0
84.0,1,6.0,4,4,1,5,2,4,2,2.0,2.0,1,5,1.0,12.0,2.0,2000.0,1.0,0.0,0.0,2,2,2,1,6,3000.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1,2.0,1.0,5,1,0.0,1.0,1.0,3.0,3,0.0,0,1,1.0,3.0,2.0,0.3333333333333333,1.6666666666666667
84.0,1,5.0,4,4,1,9,3,4,1,2.0,2.0,1,5,1.0,18.0,2.0,3000.0,1.0,0.0,4500.0,2,1,1,1,2,60000.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,0,1,1.0,3.0,2.0,0.4,1.8
84.0,1,3.0,4,6,4,6,6,6,1,2.0,3.0,1,2,1.0,8.0,2.0,2000.0,2.0,0.0,0.0,2,1,1,1,1,60000.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3,1,1.0,2.0,5,2,0.0,1.0,1.0,3.0,0,0.0,0,0,2.0,4.0,1.0,0.5714285714285714,1.2
84.0,1,4.0,4,4,1,12,7,4,1,2.0,3.0,1,3,1.0,8.0,2.0,2000.0,1.0,0.0,4500.0,3,1,1,1,2,60000.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,0.5,5.0,5,0.0,0,2,2.0,3.0,2.0,0.46153846153846156,1.7142857142857142
84.0,1,4.0,4,4,1,9,6,4,1,2.0,3.0,1,3,1.0,8.0,2.0,2000.0,2.0,0.0,4500.0,3,1,1,1,2,60000.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,7.0,5,0.0,2,2,1.0,3.0,2.0,0.4,1.8
84.0,1,5.0,4,4,1,7,2,4,2,2.0,1.0,1,3,1.0,8.0,2.0,2000.0,2.0,0.0,4500.0,3,2,2,1,6,60000.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,3.0,0.5,5,1,0.0,1.0,0.5,6.0,4,0.0,2,2,1.0,2.0,2.0,0.25,2.3333333333333335
84.0,1,3.0,4,2,1,10,7,4,1,2.0,3.0,1,3,1.0,8.0,2.0,2000.0,2.0,0.0,4500.0,3,1,1,1,6,60000.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1,1,3.0,0.5,5,2,0.0,1.0,0.5,4.0,4,0.0,2,0,1.0,3.0,2.0,0.36363636363636365,2.0
84.0,1,2.0,4,2,1,8,3,4,1,2.0,2.0,1,3,1.0,2.0,2.0,2000.0,2.0,0.0,4500.0,3,1,1,1,6,60000.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3,1,3.0,0.5,5,2,0.0,1.0,1.5,3.0,3,0.0,2,0,2.0,3.0,2.0,0.3333333333333333,2.0
84.0,1,2.0,4,3,4,2,2,4,1,2.0,2.0,1,3,1.0,4.0,1.0,2000.0,2.0,0.0,4500.0,3,2,2,1,2,60000.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,3,1,4.0,0.0,4,2,0.0,1.0,1.0,1.0,1,0.0,0,0,2.0,3.0,2.0,2.0,0.2857142857142857
84.0,1,1.0,4,2,1,2,2,4,1,2.0,2.0,1,3,1.0,8.0,2.0,2000.0,2.0,0.0,4500.0,3,1,2,1,6,60000.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3,1,4.0,0.5,4,2,0.0,1.0,1.0,1.0,1,0.0,0,0,2.0,3.0,2.0,1.0,0.5
84.0,1,5.0,4,5,4,7,3,6,1,2.0,2.0,1,2,1.0,10.0,2.0,2000.0,2.0,0.0,0.0,2,1,1,1,1,60000.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,2.0,5,2,0.0,1.0,0.4,3.0,0,0.0,0,0,2.0,3.0,1.0,0.5,1.4
84.0,1,5.0,4,4,1,5,2,4,2,2.0,1.0,1,3,1.0,10.0,2.0,2000.0,2.0,0.0,4500.0,3,1,1,1,6,60000.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,2.0,0.5,5,1,0.0,1.0,1.0,3.0,3,0.0,2,1,1.0,2.0,2.0,0.3333333333333333,1.6666666666666667
84.0,1,3.0,4,6,1,5,5,4,2,2.0,3.0,1,3,1.0,2.0,1.0,1500.0,2.0,8000.0,6000.0,3,1,1,1,1,100000.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,5,2,0.0,1.0,0.2,4.0,1,0.0,0,2,2.0,3.0,1.0,1.0,0.7142857142857143
84.0,2,5.0,4,4,1,18,3,4,2,2.0,2.0,1,4,1.0,12.0,2.0,2000.0,1.0,1100.0,6000.0,3,2,1,1,6,60000.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2,1,2.0,0.5,4,1,0.0,1.0,0.4,12.0,10,0.0,5,3,1.0,2.0,2.0,0.15789473684210525,4.5
84.0,1,5.0,4,4,4,3,3,4,1,2.0,2.0,1,4,1.0,8.0,2.0,3000.0,2.0,0.0,4000.0,3,1,2,1,6,60000.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1,2,2.0,0.5,5,2,0.0,1.0,0.4,2.0,2,0.0,0,0,2.0,3.0,2.0,1.25,0.5
84.0,2,2.0,4,4,4,4,2,4,1,2.0,2.0,1,4,1.0,0.0,2.0,2000.0,2.0,0.0,3000.0,3,1,2,1,6,50000.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1,3.0,1.0,5,2,0.0,1.0,0.5,2.0,2,0.0,1,3,2.0,3.0,2.0,0.6,1.0
84.0,1,4.0,4,4,1,8,4,4,2,2.0,3.0,1,4,1.0,8.0,2.0,2000.0,1.0,0.0,5000.0,3,1,1,1,2,90000.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1,2,2.0,0.5,5,2,0.0,1.0,0.5,5.0,3,0.0,2,2,1.0,3.0,2.0,0.4444444444444444,1.6
84.0,1,4.0,4,4,1,7,4,4,1,2.0,3.0,1,4,1.0,6.0,2.0,2000.0,2.0,0.0,5000.0,3,1,1,1,2,60000.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,3.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,0,0,1.0,3.0,2.0,0.5,1.4
84.0,1,4.0,4,2,1,10,2,3,2,2.0,2.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,5000.0,2,2,2,1,6,60000.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2,1,2.0,0.5,5,1,0.0,2.0,3.0,5.0,3,0.0,2,2,1.0,2.0,2.0,0.2727272727272727,2.5
84.0,1,4.0,4,5,4,7,7,6,1,2.0,3.0,1,2,1.0,4.0,2.0,3000.0,2.0,10000.0,0.0,2,1,1,1,2,150000.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3,1,1.0,1.0,5,2,0.0,2.0,2.0,3.0,0,0.0,0,0,2.0,3.0,2.0,0.5,1.4
84.0,1,2.0,4,5,4,2,2,6,1,2.0,2.0,1,3,1.0,4.0,2.0,2000.0,2.0,4000.0,0.0,3,1,1,1,2,45000.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2,1,4.0,0.0,0,2,0.0,2.0,2.0,0.0,0,0.0,0,0,2.0,3.0,2.0,1.0,0.5
84.0,1,4.0,4,4,1,8,2,4,2,2.0,1.0,1,5,1.0,10.0,2.0,1000.0,2.0,0.0,3000.0,2,2,2,2,6,30000.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,3.0,0.5,5,1,0.0,1.0,0.5,5.0,4,2.0,3,2,1.0,2.0,2.0,0.2222222222222222,2.6666666666666665
84.0,1,4.0,4,4,1,6,2,4,2,2.0,2.0,1,5,1.0,4.0,2.0,1500.0,2.0,0.0,3000.0,2,2,2,1,2,45000.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1,2.0,0.5,4,1,0.0,1.0,0.5,4.0,4,1.0,2,1,1.0,2.0,2.0,0.2857142857142857,2.0
84.0,1,4.0,4,4,1,6,3,4,2,2.0,2.0,1,5,1.0,4.0,1.0,1000.0,2.0,0.0,3000.0,2,2,2,1,2,40000.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1,2.0,0.5,5,1,0.0,1.0,1.0,5.0,3,1.0,2,2,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,6.0,4,1,1,5,7,3,1,2.0,3.0,1,5,1.0,8.0,2.0,5000.0,2.0,0.0,10000.0,2,1,1,2,3,300000.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,2,0.0,0,1,1.0,4.0,2.0,1.0,0.7142857142857143
84.0,1,5.0,4,1,1,10,5,3,2,2.0,2.0,1,5,1.0,8.0,2.0,1000.0,2.0,0.0,5000.0,2,1,2,1,6,60000.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1,1,2.0,0.5,5,1,0.0,1.0,5.0,7.0,7,1.0,3,2,1.0,3.0,2.0,0.2727272727272727,2.5
84.0,1,5.0,4,4,1,7,3,4,2,2.0,2.0,1,5,1.0,4.0,1.0,1000.0,2.0,0.0,4500.0,2,1,2,1,6,50000.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3,1,2.0,1.0,5,1,0.0,1.0,1.0,5.0,5,1.0,3,2,1.0,2.0,2.0,0.375,1.75
84.0,1,5.0,4,4,1,6,4,4,1,2.0,2.0,1,5,1.0,8.0,2.0,2000.0,2.0,0.0,4000.0,2,1,1,1,1,60000.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,2,0.0,0,1,2.0,3.0,1.0,0.42857142857142855,1.5
84.0,1,5.0,4,4,1,5,3,4,1,2.0,2.0,1,5,1.0,6.0,2.0,2000.0,2.0,0.0,4500.0,2,1,1,1,2,45000.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,0,1,2.0,3.0,2.0,0.6666666666666666,1.0
